endpoint,mode,metric,sigma,beta,bnn,null,delta
spearman_rho,formaldehyde,per_position_top3_recovery_mean,epi_ale,0.0,0.4733333333333333,0.4999999999999999,-0.026666666666666616
spearman_rho,formaldehyde,per_position_top3_recovery_mean,epi_only,0.0,0.4933333333333333,0.4999999999999999,-0.006666666666666599
spearman_rho,nearest,per_position_top3_recovery_mean,total,0.0,0.5,0.6499999999999999,-0.1499999999999999
spearman_rho,nearest,per_position_top3_recovery_mean,epi_ale,1.0,0.5555555555555556,0.6499999999999999,-0.09444444444444433
spearman_rho,nearest,per_position_top3_recovery_mean,epi_only,0.0,0.5444444444444443,0.6499999999999999,-0.10555555555555562
spearman_rho,avg_all,per_position_top3_recovery_mean,total,2.0,0.5444444444444444,0.6,-0.05555555555555558
spearman_rho,avg_all,per_position_top3_recovery_mean,epi_ale,0.0,0.5499999999999999,0.6,-0.050000000000000044
spearman_rho,avg_all,per_position_top3_recovery_mean,epi_only,1.0,0.5888888888888889,0.6,-0.011111111111111072
spearman_rho,distance_weighted,per_position_top3_recovery_mean,total,2.0,0.5388888888888889,0.5944444444444444,-0.05555555555555558
spearman_rho,distance_weighted,per_position_top3_recovery_mean,epi_ale,0.0,0.5499999999999999,0.5944444444444444,-0.04444444444444451
spearman_rho,distance_weighted,per_position_top3_recovery_mean,epi_only,0.5,0.5944444444444444,0.5944444444444444,0.0
spearman_rho,formaldehyde,per_position_top5_recovery_mean,total,0.0,0.45999999999999996,0.524,-0.06400000000000006
spearman_rho,formaldehyde,per_position_top5_recovery_mean,epi_ale,0.0,0.476,0.524,-0.04800000000000004
spearman_rho,formaldehyde,per_position_top5_recovery_mean,epi_only,0.0,0.52,0.524,-0.0040000000000000036
spearman_rho,nearest,per_position_top5_recovery_mean,total,0.0,0.5566666666666668,0.7133333333333334,-0.15666666666666662
spearman_rho,nearest,per_position_top5_recovery_mean,epi_ale,1.0,0.54,0.7133333333333334,-0.17333333333333334
spearman_rho,nearest,per_position_top5_recovery_mean,epi_only,0.0,0.6166666666666667,0.7133333333333334,-0.09666666666666668
spearman_rho,avg_all,per_position_top5_recovery_mean,total,2.0,0.5233333333333333,0.6133333333333332,-0.08999999999999986
spearman_rho,avg_all,per_position_top5_recovery_mean,epi_ale,0.0,0.5266666666666667,0.6133333333333332,-0.08666666666666645
spearman_rho,avg_all,per_position_top5_recovery_mean,epi_only,1.0,0.5933333333333334,0.6133333333333332,-0.019999999999999796
spearman_rho,distance_weighted,per_position_top5_recovery_mean,total,2.0,0.5199999999999999,0.61,-0.09000000000000008
spearman_rho,distance_weighted,per_position_top5_recovery_mean,epi_ale,0.0,0.52,0.61,-0.08999999999999997
spearman_rho,distance_weighted,per_position_top5_recovery_mean,epi_only,0.5,0.5933333333333334,0.61,-0.016666666666666607
top3_recovery,formaldehyde,spearman_rho,total,1.0,0.6267131157273641,0.6268784620088229,-0.00016534628145881136
top3_recovery,formaldehyde,spearman_rho,epi_ale,1.5,0.6203485330036039,0.6268784620088229,-0.006529929005218982
top3_recovery,formaldehyde,spearman_rho,epi_only,0.5,0.6156990331640103,0.6268784620088229,-0.0111794288448126
top3_recovery,nearest,spearman_rho,total,1.0,0.6667227246729798,0.8213062697459093,-0.15458354507292948
top3_recovery,nearest,spearman_rho,epi_ale,0.0,0.39892077479528476,0.8213062697459093,-0.4223854949506245
top3_recovery,nearest,spearman_rho,epi_only,0.0,0.33598829208251096,0.8213062697459093,-0.4853179776633983
top3_recovery,avg_all,spearman_rho,total,1.0,0.7161354243032302,0.7195696213082767,-0.0034341970050465465
top3_recovery,avg_all,spearman_rho,epi_ale,0.0,0.7140388588992038,0.7195696213082767,-0.005530762409072909
top3_recovery,avg_all,spearman_rho,epi_only,0.0,0.7135544564395278,0.7195696213082767,-0.006015164868748979
top3_recovery,distance_weighted,spearman_rho,total,1.5,0.7129584980118134,0.7198627979264548,-0.006904299914641365
top3_recovery,distance_weighted,spearman_rho,epi_ale,1.5,0.7049375413190649,0.7198627979264548,-0.014925256607389858
top3_recovery,distance_weighted,spearman_rho,epi_only,0.0,0.7135387796738383,0.7198627979264548,-0.006324018252616526
top3_recovery,formaldehyde,ndcg,total,1.0,0.8625583772131125,0.9059871880312036,-0.043428810818091135
top3_recovery,formaldehyde,ndcg,epi_ale,1.5,0.9143644732658895,0.9059871880312036,0.00837728523468595
top3_recovery,formaldehyde,ndcg,epi_only,0.5,0.8953772411582269,0.9059871880312036,-0.010609946872976672
top3_recovery,nearest,ndcg,total,1.0,0.9224740853035547,0.8063717547222073,0.11610233058134733
top3_recovery,nearest,ndcg,epi_ale,0.0,0.7609637691299954,0.8063717547222073,-0.04540798559221193
top3_recovery,nearest,ndcg,epi_only,0.0,0.7904089086451216,0.8063717547222073,-0.015962846077085757
top3_recovery,avg_all,ndcg,total,1.0,0.9426927168730458,0.9427119798414071,-1.9262968361299926e-05
top3_recovery,avg_all,ndcg,epi_ale,0.0,0.9435079984229287,0.9427119798414071,0.0007960185815215626
top3_recovery,avg_all,ndcg,epi_only,0.0,0.9412655763616199,0.9427119798414071,-0.001446403479787195
top3_recovery,distance_weighted,ndcg,total,1.5,0.9451111469878587,0.9425646397228137,0.002546507265045017
top3_recovery,distance_weighted,ndcg,epi_ale,1.5,0.9269318588229668,0.9425646397228137,-0.015632780899846876
top3_recovery,distance_weighted,ndcg,epi_only,0.0,0.9405385962055818,0.9425646397228137,-0.0020260435172319013
top3_recovery,formaldehyde,top1_recovery,total,1.0,0.2,0.4,-0.2
top3_recovery,formaldehyde,top1_recovery,epi_ale,1.5,0.4,0.4,0.0
top3_recovery,formaldehyde,top1_recovery,epi_only,0.5,0.4,0.4,0.0
top3_recovery,nearest,top1_recovery,total,1.0,0.16666666666666666,0.0,0.16666666666666666
top3_recovery,nearest,top1_recovery,epi_ale,0.0,0.0,0.0,0.0
top3_recovery,nearest,top1_recovery,epi_only,0.0,0.0,0.0,0.0
top3_recovery,avg_all,top1_recovery,total,1.0,0.3333333333333333,0.5,-0.16666666666666669
top3_recovery,avg_all,top1_recovery,epi_ale,0.0,0.16666666666666666,0.5,-0.33333333333333337
top3_recovery,avg_all,top1_recovery,epi_only,0.0,0.5,0.5,0.0
top3_recovery,distance_weighted,top1_recovery,total,1.5,0.3333333333333333,0.5,-0.16666666666666669
top3_recovery,distance_weighted,top1_recovery,epi_ale,1.5,0.3333333333333333,0.5,-0.16666666666666669
top3_recovery,distance_weighted,top1_recovery,epi_only,0.0,0.5,0.5,0.0
top3_recovery,formaldehyde,top3_recovery,total,1.0,0.5333333333333333,0.5333333333333333,0.0
top3_recovery,formaldehyde,top3_recovery,epi_ale,1.5,0.6666666666666666,0.5333333333333333,0.1333333333333333
top3_recovery,formaldehyde,top3_recovery,epi_only,0.5,0.5333333333333333,0.5333333333333333,0.0
top3_recovery,nearest,top3_recovery,total,1.0,0.4444444444444444,0.38888888888888884,0.05555555555555558
top3_recovery,nearest,top3_recovery,epi_ale,0.0,0.1111111111111111,0.38888888888888884,-0.27777777777777773
top3_recovery,nearest,top3_recovery,epi_only,0.0,0.27777777777777773,0.38888888888888884,-0.1111111111111111
top3_recovery,avg_all,top3_recovery,total,1.0,0.7777777777777777,0.7777777777777777,0.0
top3_recovery,avg_all,top3_recovery,epi_ale,0.0,0.8333333333333334,0.7777777777777777,0.05555555555555569
top3_recovery,avg_all,top3_recovery,epi_only,0.0,0.7777777777777777,0.7777777777777777,0.0
top3_recovery,distance_weighted,top3_recovery,total,1.5,0.8333333333333334,0.7777777777777777,0.05555555555555569
top3_recovery,distance_weighted,top3_recovery,epi_ale,1.5,0.7222222222222222,0.7777777777777777,-0.05555555555555547
top3_recovery,distance_weighted,top3_recovery,epi_only,0.0,0.7777777777777777,0.7777777777777777,0.0
top3_recovery,formaldehyde,top5_recovery,total,1.0,0.32,0.52,-0.2
top3_recovery,formaldehyde,top5_recovery,epi_ale,1.5,0.52,0.52,0.0
top3_recovery,formaldehyde,top5_recovery,epi_only,0.5,0.4,0.52,-0.12
top3_recovery,nearest,top5_recovery,total,1.0,0.39999999999999997,0.30000000000000004,0.09999999999999992
top3_recovery,nearest,top5_recovery,epi_ale,0.0,0.13333333333333333,0.30000000000000004,-0.1666666666666667
top3_recovery,nearest,top5_recovery,epi_only,0.0,0.26666666666666666,0.30000000000000004,-0.03333333333333338
top3_recovery,avg_all,top5_recovery,total,1.0,0.6333333333333334,0.6333333333333333,1.1102230246251565e-16
top3_recovery,avg_all,top5_recovery,epi_ale,0.0,0.6000000000000001,0.6333333333333333,-0.033333333333333215
top3_recovery,avg_all,top5_recovery,epi_only,0.0,0.6333333333333333,0.6333333333333333,0.0
top3_recovery,distance_weighted,top5_recovery,total,1.5,0.6333333333333334,0.6333333333333333,1.1102230246251565e-16
top3_recovery,distance_weighted,top5_recovery,epi_ale,1.5,0.5,0.6333333333333333,-0.1333333333333333
top3_recovery,distance_weighted,top5_recovery,epi_only,0.0,0.6333333333333333,0.6333333333333333,0.0
top3_recovery,formaldehyde,per_position_spearman_mean,total,1.0,0.5375894151091041,0.5540951483740868,-0.016505733264982725
top3_recovery,formaldehyde,per_position_spearman_mean,epi_ale,1.5,0.48901540319652803,0.5540951483740868,-0.06507974517755877
top3_recovery,formaldehyde,per_position_spearman_mean,epi_only,0.5,0.49751133210463533,0.5540951483740868,-0.05658381626945147
top3_recovery,nearest,per_position_spearman_mean,total,1.0,0.4819277763161421,0.7455772708173333,-0.2636494945011912
top3_recovery,nearest,per_position_spearman_mean,epi_ale,0.0,0.18521034771738357,0.7455772708173333,-0.5603669230999497
top3_recovery,nearest,per_position_spearman_mean,epi_only,0.0,0.30112353968053274,0.7455772708173333,-0.44445373113680053
top3_recovery,avg_all,per_position_spearman_mean,total,1.0,0.599178227176706,0.6674550547065513,-0.06827682752984532
top3_recovery,avg_all,per_position_spearman_mean,epi_ale,0.0,0.5900671624680611,0.6674550547065513,-0.07738789223849019
top3_recovery,avg_all,per_position_spearman_mean,epi_only,0.0,0.6130708166106574,0.6674550547065513,-0.05438423809589388
top3_recovery,distance_weighted,per_position_spearman_mean,total,1.5,0.5913615451208512,0.6666453820371024,-0.07528383691625129
top3_recovery,distance_weighted,per_position_spearman_mean,epi_ale,1.5,0.589026210206962,0.6666453820371024,-0.07761917183014044
top3_recovery,distance_weighted,per_position_spearman_mean,epi_only,0.0,0.6122137118038704,0.6666453820371024,-0.05443167023323203
top3_recovery,formaldehyde,per_position_ndcg_mean,total,1.0,0.8757093318098311,0.9217857637776643,-0.046076431967833176
top3_recovery,formaldehyde,per_position_ndcg_mean,epi_ale,1.5,0.9223680682875337,0.9217857637776643,0.0005823045098694024
top3_recovery,formaldehyde,per_position_ndcg_mean,epi_only,0.5,0.919473110358895,0.9217857637776643,-0.002312653418769295
top3_recovery,nearest,per_position_ndcg_mean,total,1.0,0.9353752802442695,0.7990898563105256,0.13628542393374388
top3_recovery,nearest,per_position_ndcg_mean,epi_ale,0.0,0.7172009019457587,0.7990898563105256,-0.08188895436476695
top3_recovery,nearest,per_position_ndcg_mean,epi_only,0.0,0.7738113478689116,0.7990898563105256,-0.025278508441614056
top3_recovery,avg_all,per_position_ndcg_mean,total,1.0,0.9667715310610229,0.9659171707845774,0.0008543602764454761
top3_recovery,avg_all,per_position_ndcg_mean,epi_ale,0.0,0.9624373071789054,0.9659171707845774,-0.0034798636056719845
top3_recovery,avg_all,per_position_ndcg_mean,epi_only,0.0,0.9658176506752025,0.9659171707845774,-9.952010937486211e-05
top3_recovery,distance_weighted,per_position_ndcg_mean,total,1.5,0.9619091003634702,0.9659725491825717,-0.004063448819101478
top3_recovery,distance_weighted,per_position_ndcg_mean,epi_ale,1.5,0.9594823546727599,0.9659725491825717,-0.0064901945098118086
top3_recovery,distance_weighted,per_position_ndcg_mean,epi_only,0.0,0.9650030966484294,0.9659725491825717,-0.0009694525341422677
top3_recovery,formaldehyde,per_position_top1_recovery,total,1.0,0.4999999999999999,0.5,-1.1102230246251565e-16
top3_recovery,formaldehyde,per_position_top1_recovery,epi_ale,1.5,0.48,0.5,-0.020000000000000018
top3_recovery,formaldehyde,per_position_top1_recovery,epi_only,0.5,0.48,0.5,-0.020000000000000018
top3_recovery,nearest,per_position_top1_recovery,total,1.0,0.3666666666666667,0.6166666666666667,-0.25
top3_recovery,nearest,per_position_top1_recovery,epi_ale,0.0,0.25,0.6166666666666667,-0.3666666666666667
top3_recovery,nearest,per_position_top1_recovery,epi_only,0.0,0.43333333333333335,0.6166666666666667,-0.18333333333333335
top3_recovery,avg_all,per_position_top1_recovery,total,1.0,0.6333333333333334,0.6833333333333335,-0.050000000000000044
top3_recovery,avg_all,per_position_top1_recovery,epi_ale,0.0,0.6833333333333335,0.6833333333333335,0.0
top3_recovery,avg_all,per_position_top1_recovery,epi_only,0.0,0.6666666666666666,0.6833333333333335,-0.01666666666666683
top3_recovery,distance_weighted,per_position_top1_recovery,total,1.5,0.65,0.6833333333333335,-0.03333333333333344
top3_recovery,distance_weighted,per_position_top1_recovery,epi_ale,1.5,0.65,0.6833333333333335,-0.03333333333333344
top3_recovery,distance_weighted,per_position_top1_recovery,epi_only,0.0,0.6666666666666666,0.6833333333333335,-0.01666666666666683
top3_recovery,formaldehyde,per_position_top3_recovery_mean,total,1.0,0.5533333333333332,0.4999999999999999,0.053333333333333344
top3_recovery,formaldehyde,per_position_top3_recovery_mean,epi_ale,1.5,0.45999999999999996,0.4999999999999999,-0.039999999999999925
top3_recovery,formaldehyde,per_position_top3_recovery_mean,epi_only,0.5,0.43999999999999995,0.4999999999999999,-0.05999999999999994
top3_recovery,nearest,per_position_top3_recovery_mean,total,1.0,0.4944444444444444,0.6499999999999999,-0.1555555555555555
top3_recovery,nearest,per_position_top3_recovery_mean,epi_ale,0.0,0.3333333333333333,0.6499999999999999,-0.3166666666666666
top3_recovery,nearest,per_position_top3_recovery_mean,epi_only,0.0,0.4166666666666666,0.6499999999999999,-0.23333333333333334
top3_recovery,avg_all,per_position_top3_recovery_mean,total,1.0,0.5333333333333333,0.6,-0.06666666666666665
top3_recovery,avg_all,per_position_top3_recovery_mean,epi_ale,0.0,0.5444444444444444,0.6,-0.05555555555555558
top3_recovery,avg_all,per_position_top3_recovery_mean,epi_only,0.0,0.5777777777777777,0.6,-0.022222222222222254
top3_recovery,distance_weighted,per_position_top3_recovery_mean,total,1.5,0.5333333333333332,0.5944444444444444,-0.06111111111111123
top3_recovery,distance_weighted,per_position_top3_recovery_mean,epi_ale,1.5,0.5388888888888889,0.5944444444444444,-0.05555555555555558
top3_recovery,distance_weighted,per_position_top3_recovery_mean,epi_only,0.0,0.561111111111111,0.5944444444444444,-0.03333333333333344
top3_recovery,formaldehyde,per_position_top5_recovery_mean,total,1.0,0.5479999999999999,0.524,0.02399999999999991
top3_recovery,formaldehyde,per_position_top5_recovery_mean,epi_ale,1.5,0.5,0.524,-0.02400000000000002
top3_recovery,formaldehyde,per_position_top5_recovery_mean,epi_only,0.5,0.46799999999999997,0.524,-0.05600000000000005
top3_recovery,nearest,per_position_top5_recovery_mean,total,1.0,0.49000000000000005,0.7133333333333334,-0.22333333333333333
top3_recovery,nearest,per_position_top5_recovery_mean,epi_ale,0.0,0.35333333333333333,0.7133333333333334,-0.36000000000000004
top3_recovery,nearest,per_position_top5_recovery_mean,epi_only,0.0,0.44333333333333336,0.7133333333333334,-0.27
top3_recovery,avg_all,per_position_top5_recovery_mean,total,1.0,0.5433333333333333,0.6133333333333332,-0.06999999999999984
top3_recovery,avg_all,per_position_top5_recovery_mean,epi_ale,0.0,0.5633333333333334,0.6133333333333332,-0.04999999999999982
top3_recovery,avg_all,per_position_top5_recovery_mean,epi_only,0.0,0.5666666666666667,0.6133333333333332,-0.04666666666666652
top3_recovery,distance_weighted,per_position_top5_recovery_mean,total,1.5,0.54,0.61,-0.06999999999999995
top3_recovery,distance_weighted,per_position_top5_recovery_mean,epi_ale,1.5,0.5533333333333333,0.61,-0.05666666666666664
top3_recovery,distance_weighted,per_position_top5_recovery_mean,epi_only,0.0,0.5633333333333334,0.61,-0.046666666666666634
per_position_ndcg_mean,formaldehyde,spearman_rho,total,0.0,0.6182972195571989,0.6268784620088229,-0.00858124245162406
per_position_ndcg_mean,formaldehyde,spearman_rho,epi_ale,1.5,0.5563979061029963,0.6268784620088229,-0.07048055590582658
per_position_ndcg_mean,formaldehyde,spearman_rho,epi_only,0.0,0.6195758181721766,0.6268784620088229,-0.007302643836646361
per_position_ndcg_mean,nearest,spearman_rho,total,1.0,0.2875889381543582,0.8213062697459093,-0.5337173315915511
per_position_ndcg_mean,nearest,spearman_rho,epi_ale,0.5,0.5735100065590624,0.8213062697459093,-0.2477962631868469
per_position_ndcg_mean,nearest,spearman_rho,epi_only,0.0,0.5247074514970752,0.8213062697459093,-0.29659881824883405
per_position_ndcg_mean,avg_all,spearman_rho,total,1.0,0.6119781813142816,0.7195696213082767,-0.10759143999399512
per_position_ndcg_mean,avg_all,spearman_rho,epi_ale,0.5,0.71075496572871,0.7195696213082767,-0.008814655579566733
per_position_ndcg_mean,avg_all,spearman_rho,epi_only,0.0,0.7092375833074117,0.7195696213082767,-0.010332038000865018
per_position_ndcg_mean,distance_weighted,spearman_rho,total,1.0,0.6117990634477427,0.7198627979264548,-0.10806373447871209
per_position_ndcg_mean,distance_weighted,spearman_rho,epi_ale,0.5,0.7091613306255645,0.7198627979264548,-0.010701467300890277
per_position_ndcg_mean,distance_weighted,spearman_rho,epi_only,0.0,0.709250374595454,0.7198627979264548,-0.010612423331000764
per_position_ndcg_mean,formaldehyde,ndcg,total,0.0,0.9059668900485317,0.9059871880312036,-2.0297982671890757e-05
per_position_ndcg_mean,formaldehyde,ndcg,epi_ale,1.5,0.9158553351027965,0.9059871880312036,0.009868147071592892
per_position_ndcg_mean,formaldehyde,ndcg,epi_only,0.0,0.900680350650904,0.9059871880312036,-0.005306837380299578
per_position_ndcg_mean,nearest,ndcg,total,1.0,0.7769027694327458,0.8063717547222073,-0.029468985289461513
per_position_ndcg_mean,nearest,ndcg,epi_ale,0.5,0.8058296420382715,0.8063717547222073,-0.0005421126839358914
per_position_ndcg_mean,nearest,ndcg,epi_only,0.0,0.779844498181661,0.8063717547222073,-0.02652725654054633
per_position_ndcg_mean,avg_all,ndcg,total,1.0,0.9150405123808435,0.9427119798414071,-0.027671467460563592
per_position_ndcg_mean,avg_all,ndcg,epi_ale,0.5,0.9532722660260887,0.9427119798414071,0.010560286184681633
per_position_ndcg_mean,avg_all,ndcg,epi_only,0.0,0.9475331270093198,0.9427119798414071,0.004821147167912709
per_position_ndcg_mean,distance_weighted,ndcg,total,1.0,0.9132486079455643,0.9425646397228137,-0.029316031777249396
per_position_ndcg_mean,distance_weighted,ndcg,epi_ale,0.5,0.9504431524341501,0.9425646397228137,0.007878512711336438
per_position_ndcg_mean,distance_weighted,ndcg,epi_only,0.0,0.9473558039549683,0.9425646397228137,0.004791164232154643
per_position_ndcg_mean,formaldehyde,top1_recovery,total,0.0,0.4,0.4,0.0
per_position_ndcg_mean,formaldehyde,top1_recovery,epi_ale,1.5,0.4,0.4,0.0
per_position_ndcg_mean,formaldehyde,top1_recovery,epi_only,0.0,0.6,0.4,0.19999999999999996
per_position_ndcg_mean,nearest,top1_recovery,total,1.0,0.0,0.0,0.0
per_position_ndcg_mean,nearest,top1_recovery,epi_ale,0.5,0.0,0.0,0.0
per_position_ndcg_mean,nearest,top1_recovery,epi_only,0.0,0.0,0.0,0.0
per_position_ndcg_mean,avg_all,top1_recovery,total,1.0,0.5,0.5,0.0
per_position_ndcg_mean,avg_all,top1_recovery,epi_ale,0.5,0.0,0.5,-0.5
per_position_ndcg_mean,avg_all,top1_recovery,epi_only,0.0,0.5,0.5,0.0
per_position_ndcg_mean,distance_weighted,top1_recovery,total,1.0,0.5,0.5,0.0
per_position_ndcg_mean,distance_weighted,top1_recovery,epi_ale,0.5,0.0,0.5,-0.5
per_position_ndcg_mean,distance_weighted,top1_recovery,epi_only,0.0,0.5,0.5,0.0
per_position_ndcg_mean,formaldehyde,top3_recovery,total,0.0,0.4666666666666666,0.5333333333333333,-0.06666666666666671
per_position_ndcg_mean,formaldehyde,top3_recovery,epi_ale,1.5,0.8666666666666666,0.5333333333333333,0.33333333333333326
per_position_ndcg_mean,formaldehyde,top3_recovery,epi_only,0.0,0.5333333333333333,0.5333333333333333,0.0
per_position_ndcg_mean,nearest,top3_recovery,total,1.0,0.27777777777777773,0.38888888888888884,-0.1111111111111111
per_position_ndcg_mean,nearest,top3_recovery,epi_ale,0.5,0.2222222222222222,0.38888888888888884,-0.16666666666666663
per_position_ndcg_mean,nearest,top3_recovery,epi_only,0.0,0.27777777777777773,0.38888888888888884,-0.1111111111111111
per_position_ndcg_mean,avg_all,top3_recovery,total,1.0,0.6666666666666666,0.7777777777777777,-0.11111111111111105
per_position_ndcg_mean,avg_all,top3_recovery,epi_ale,0.5,0.8333333333333334,0.7777777777777777,0.05555555555555569
per_position_ndcg_mean,avg_all,top3_recovery,epi_only,0.0,0.8333333333333334,0.7777777777777777,0.05555555555555569
per_position_ndcg_mean,distance_weighted,top3_recovery,total,1.0,0.6666666666666666,0.7777777777777777,-0.11111111111111105
per_position_ndcg_mean,distance_weighted,top3_recovery,epi_ale,0.5,0.8333333333333334,0.7777777777777777,0.05555555555555569
per_position_ndcg_mean,distance_weighted,top3_recovery,epi_only,0.0,0.8333333333333334,0.7777777777777777,0.05555555555555569
per_position_ndcg_mean,formaldehyde,top5_recovery,total,0.0,0.48,0.52,-0.040000000000000036
per_position_ndcg_mean,formaldehyde,top5_recovery,epi_ale,1.5,0.5599999999999999,0.52,0.039999999999999925
per_position_ndcg_mean,formaldehyde,top5_recovery,epi_only,0.0,0.56,0.52,0.040000000000000036
per_position_ndcg_mean,nearest,top5_recovery,total,1.0,0.26666666666666666,0.30000000000000004,-0.03333333333333338
per_position_ndcg_mean,nearest,top5_recovery,epi_ale,0.5,0.2333333333333333,0.30000000000000004,-0.06666666666666674
per_position_ndcg_mean,nearest,top5_recovery,epi_only,0.0,0.26666666666666666,0.30000000000000004,-0.03333333333333338
per_position_ndcg_mean,avg_all,top5_recovery,total,1.0,0.5333333333333333,0.6333333333333333,-0.09999999999999998
per_position_ndcg_mean,avg_all,top5_recovery,epi_ale,0.5,0.5666666666666668,0.6333333333333333,-0.06666666666666654
per_position_ndcg_mean,avg_all,top5_recovery,epi_only,0.0,0.6333333333333333,0.6333333333333333,0.0
per_position_ndcg_mean,distance_weighted,top5_recovery,total,1.0,0.5333333333333333,0.6333333333333333,-0.09999999999999998
per_position_ndcg_mean,distance_weighted,top5_recovery,epi_ale,0.5,0.5666666666666668,0.6333333333333333,-0.06666666666666654
per_position_ndcg_mean,distance_weighted,top5_recovery,epi_only,0.0,0.6333333333333333,0.6333333333333333,0.0
per_position_ndcg_mean,formaldehyde,per_position_spearman_mean,total,0.0,0.4987863619932623,0.5540951483740868,-0.05530878638082448
